student_id,name,accuracy,avg_completion_time,score_history,error_types,learning_pace,attendance_rate,homework_completion_rate,Recommended_Level
S0677,Student_0677,0.47,22.1,"[80, 75, 65, 62, 80]","{'reading': 4, 'vocab': 1, 'logic': 1}",10.0,0.61,0.65,Easy (Review)
S0678,Student_0678,0.63,18.2,"[83, 86, 63, 81, 83]","{'reading': 4, 'vocab': 1, 'logic': 1}",19.7,0.83,0.87,Medium (Standard)
S0679,Student_0679,0.97,13.2,"[99, 65, 77, 76, 97]","{'reading': 4, 'vocab': 1, 'logic': 4}",17.8,0.6,0.74,Medium (Standard)
S0680,Student_0680,0.91,13.1,"[69, 72, 71, 68, 63]","{'reading': 4, 'vocab': 1, 'logic': 4}",15.5,0.91,0.61,Medium (Standard)
S0681,Student_0681,0.88,12.1,"[64, 74, 63, 98, 67]","{'reading': 0, 'vocab': 4, 'logic': 4}",15.9,0.72,0.98,Hard (Challenge)
S0682,Student_0682,0.55,16.6,"[87, 86, 60, 93, 76]","{'reading': 4, 'vocab': 1, 'logic': 0}",13.4,0.62,0.86,Medium (Standard)
S0683,Student_0683,0.5,19.6,"[83, 98, 80, 89, 72]","{'reading': 4, 'vocab': 2, 'logic': 2}",19.2,0.84,0.98,Medium (Standard)
S0684,Student_0684,0.79,12.5,"[78, 73, 81, 76, 63]","{'reading': 4, 'vocab': 2, 'logic': 4}",12.4,0.76,0.71,Medium (Standard)
S0685,Student_0685,0.95,9.8,"[61, 74, 61, 70, 82]","{'reading': 1, 'vocab': 2, 'logic': 4}",10.7,0.99,0.74,Hard (Challenge)
S0686,Student_0686,0.73,16.6,"[62, 97, 72, 78, 99]","{'reading': 1, 'vocab': 2, 'logic': 0}",7.4,0.82,0.95,Medium (Standard)
S0687,Student_0687,0.74,18.5,"[99, 69, 61, 82, 65]","{'reading': 1, 'vocab': 4, 'logic': 2}",16.8,0.71,0.76,Medium (Standard)
S0688,Student_0688,0.57,19.4,"[88, 66, 88, 96, 82]","{'reading': 0, 'vocab': 3, 'logic': 1}",16.0,0.88,0.85,Medium (Standard)
S0689,Student_0689,0.85,10.6,"[74, 83, 85, 98, 62]","{'reading': 1, 'vocab': 4, 'logic': 0}",10.8,0.71,0.63,Medium (Standard)
S0690,Student_0690,0.51,20.7,"[69, 95, 62, 83, 81]","{'reading': 0, 'vocab': 1, 'logic': 4}",5.4,0.96,0.72,Medium (Standard)
S0691,Student_0691,0.59,20.6,"[86, 92, 81, 88, 78]","{'reading': 2, 'vocab': 4, 'logic': 2}",17.6,0.75,0.56,Medium (Standard)
S0692,Student_0692,0.65,15.8,"[72, 85, 81, 80, 95]","{'reading': 1, 'vocab': 3, 'logic': 2}",5.2,0.82,0.6,Medium (Standard)
S0693,Student_0693,0.7,15.7,"[66, 79, 90, 82, 72]","{'reading': 0, 'vocab': 3, 'logic': 0}",15.6,0.62,0.5,Medium (Standard)
S0694,Student_0694,0.54,19.2,"[73, 79, 72, 62, 85]","{'reading': 1, 'vocab': 1, 'logic': 2}",19.6,0.77,0.52,Medium (Standard)
S0695,Student_0695,0.47,19.0,"[60, 85, 83, 94, 73]","{'reading': 2, 'vocab': 4, 'logic': 1}",11.6,0.93,0.99,Medium (Standard)
S0696,Student_0696,0.76,16.1,"[73, 80, 85, 62, 99]","{'reading': 3, 'vocab': 3, 'logic': 2}",8.5,0.92,0.62,Medium (Standard)
S0697,Student_0697,0.57,18.4,"[60, 99, 92, 66, 70]","{'reading': 2, 'vocab': 4, 'logic': 3}",15.6,0.69,0.83,Medium (Standard)
S0698,Student_0698,0.74,16.0,"[69, 83, 77, 81, 68]","{'reading': 0, 'vocab': 1, 'logic': 4}",17.3,0.69,0.92,Medium (Standard)
S0699,Student_0699,0.49,18.4,"[96, 65, 80, 95, 66]","{'reading': 3, 'vocab': 0, 'logic': 2}",13.2,0.93,0.78,Medium (Standard)
S0700,Student_0700,0.68,15.5,"[73, 88, 69, 64, 67]","{'reading': 4, 'vocab': 1, 'logic': 3}",19.5,0.97,0.58,Medium (Standard)
S0701,Student_0701,0.71,17.2,"[83, 99, 85, 65, 75]","{'reading': 3, 'vocab': 3, 'logic': 3}",5.8,0.64,0.86,Medium (Standard)
S0702,Student_0702,0.43,20.7,"[70, 62, 96, 65, 78]","{'reading': 1, 'vocab': 2, 'logic': 4}",12.6,0.78,0.8,Medium (Standard)
S0703,Student_0703,0.6,21.5,"[68, 62, 67, 97, 63]","{'reading': 3, 'vocab': 3, 'logic': 0}",15.8,0.73,0.87,Medium (Standard)
S0704,Student_0704,0.48,19.6,"[75, 73, 72, 66, 71]","{'reading': 4, 'vocab': 1, 'logic': 3}",17.9,0.95,0.88,Medium (Standard)
S0705,Student_0705,0.44,21.6,"[61, 94, 62, 63, 97]","{'reading': 3, 'vocab': 2, 'logic': 1}",7.7,0.63,0.99,Medium (Standard)
S0706,Student_0706,0.98,12.3,"[60, 76, 75, 68, 68]","{'reading': 2, 'vocab': 0, 'logic': 3}",17.0,0.68,0.79,Medium (Standard)
S0707,Student_0707,0.59,15.4,"[74, 61, 70, 70, 67]","{'reading': 4, 'vocab': 3, 'logic': 2}",13.3,0.9,0.67,Medium (Standard)
S0708,Student_0708,0.88,8.9,"[67, 93, 78, 66, 90]","{'reading': 1, 'vocab': 3, 'logic': 4}",10.9,0.62,0.82,Medium (Standard)
S0709,Student_0709,0.55,15.9,"[95, 76, 96, 68, 79]","{'reading': 4, 'vocab': 0, 'logic': 3}",7.0,0.8,0.53,Medium (Standard)
S0710,Student_0710,0.8,16.5,"[79, 95, 86, 67, 91]","{'reading': 0, 'vocab': 0, 'logic': 0}",18.0,0.78,0.95,Hard (Challenge)
S0711,Student_0711,0.85,11.9,"[68, 79, 91, 61, 91]","{'reading': 4, 'vocab': 0, 'logic': 3}",7.4,0.73,0.56,Medium (Standard)
S0712,Student_0712,0.75,20.1,"[97, 60, 64, 94, 95]","{'reading': 0, 'vocab': 0, 'logic': 3}",9.6,0.76,0.66,Medium (Standard)
S0713,Student_0713,0.68,15.3,"[73, 84, 63, 84, 69]","{'reading': 2, 'vocab': 1, 'logic': 4}",9.4,0.81,0.91,Medium (Standard)
S0714,Student_0714,0.64,17.6,"[63, 95, 73, 77, 67]","{'reading': 2, 'vocab': 1, 'logic': 4}",18.1,0.66,0.8,Medium (Standard)
S0715,Student_0715,0.61,20.9,"[82, 66, 71, 84, 62]","{'reading': 1, 'vocab': 3, 'logic': 1}",15.1,0.83,0.7,Medium (Standard)
S0716,Student_0716,0.95,15.0,"[95, 74, 91, 88, 69]","{'reading': 4, 'vocab': 2, 'logic': 4}",17.0,0.92,0.74,Hard (Challenge)
S0717,Student_0717,0.89,16.3,"[77, 75, 60, 61, 74]","{'reading': 3, 'vocab': 0, 'logic': 4}",8.8,0.9,0.93,Hard (Challenge)
S0718,Student_0718,0.97,13.0,"[81, 95, 72, 60, 75]","{'reading': 0, 'vocab': 2, 'logic': 1}",14.4,0.66,0.67,Medium (Standard)
S0719,Student_0719,0.47,22.6,"[71, 60, 76, 87, 66]","{'reading': 0, 'vocab': 1, 'logic': 4}",13.6,0.66,0.93,Medium (Standard)
S0720,Student_0720,0.83,14.6,"[71, 66, 74, 97, 80]","{'reading': 1, 'vocab': 4, 'logic': 4}",17.5,0.71,0.54,Medium (Standard)
S0721,Student_0721,0.95,12.6,"[96, 92, 65, 85, 98]","{'reading': 0, 'vocab': 4, 'logic': 4}",18.6,0.74,0.89,Hard (Challenge)
S0722,Student_0722,0.51,18.7,"[67, 98, 72, 72, 99]","{'reading': 2, 'vocab': 3, 'logic': 1}",5.2,0.76,0.92,Medium (Standard)
S0723,Student_0723,0.44,19.6,"[77, 78, 97, 91, 81]","{'reading': 1, 'vocab': 3, 'logic': 4}",15.1,0.87,0.59,Medium (Standard)
S0724,Student_0724,0.84,13.2,"[82, 84, 87, 70, 92]","{'reading': 1, 'vocab': 0, 'logic': 1}",5.8,0.62,0.72,Medium (Standard)
S0725,Student_0725,0.74,14.9,"[97, 81, 64, 99, 75]","{'reading': 4, 'vocab': 1, 'logic': 3}",13.2,0.61,0.58,Medium (Standard)
S0726,Student_0726,0.9,11.1,"[98, 82, 71, 73, 77]","{'reading': 2, 'vocab': 3, 'logic': 1}",9.3,0.76,0.85,Hard (Challenge)
S0727,Student_0727,0.48,21.8,"[75, 75, 72, 88, 68]","{'reading': 1, 'vocab': 3, 'logic': 0}",9.6,0.88,0.77,Medium (Standard)
S0728,Student_0728,0.87,14.5,"[72, 95, 68, 73, 71]","{'reading': 4, 'vocab': 1, 'logic': 0}",10.3,0.68,0.82,Medium (Standard)
S0729,Student_0729,0.52,19.8,"[91, 97, 62, 75, 79]","{'reading': 0, 'vocab': 2, 'logic': 0}",14.3,0.86,0.6,Medium (Standard)
S0730,Student_0730,0.5,23.0,"[93, 73, 81, 76, 74]","{'reading': 1, 'vocab': 4, 'logic': 4}",10.0,0.7,0.61,Medium (Standard)
S0731,Student_0731,0.5,17.7,"[99, 92, 86, 94, 75]","{'reading': 3, 'vocab': 1, 'logic': 0}",16.0,0.95,0.52,Medium (Standard)
S0732,Student_0732,0.88,12.0,"[90, 95, 92, 92, 98]","{'reading': 1, 'vocab': 3, 'logic': 1}",11.1,0.96,0.66,Medium (Standard)
S0733,Student_0733,0.79,12.8,"[89, 84, 75, 98, 73]","{'reading': 0, 'vocab': 3, 'logic': 4}",6.0,0.72,0.78,Medium (Standard)
S0734,Student_0734,0.71,12.1,"[91, 83, 72, 79, 74]","{'reading': 4, 'vocab': 3, 'logic': 1}",16.8,0.69,0.93,Medium (Standard)
S0735,Student_0735,0.61,17.6,"[87, 61, 89, 85, 85]","{'reading': 3, 'vocab': 1, 'logic': 3}",9.3,0.76,0.83,Medium (Standard)
S0736,Student_0736,0.92,11.4,"[79, 70, 69, 82, 96]","{'reading': 0, 'vocab': 3, 'logic': 2}",11.5,0.7,0.72,Medium (Standard)
S0737,Student_0737,0.63,20.4,"[77, 86, 65, 69, 61]","{'reading': 3, 'vocab': 3, 'logic': 4}",15.3,0.87,0.98,Medium (Standard)
S0738,Student_0738,0.88,13.7,"[98, 61, 64, 70, 69]","{'reading': 2, 'vocab': 2, 'logic': 1}",10.0,0.93,0.86,Hard (Challenge)
S0739,Student_0739,0.66,14.8,"[74, 98, 96, 66, 79]","{'reading': 1, 'vocab': 2, 'logic': 1}",5.8,0.87,0.97,Medium (Standard)
S0740,Student_0740,0.62,21.3,"[81, 90, 82, 78, 63]","{'reading': 3, 'vocab': 3, 'logic': 0}",10.6,0.93,0.76,Medium (Standard)
S0741,Student_0741,0.67,19.0,"[78, 94, 91, 98, 94]","{'reading': 0, 'vocab': 1, 'logic': 4}",19.2,0.76,0.63,Medium (Standard)
S0742,Student_0742,0.58,19.6,"[65, 76, 76, 73, 83]","{'reading': 0, 'vocab': 1, 'logic': 0}",14.6,0.66,0.53,Easy (Review)
S0743,Student_0743,0.84,12.7,"[96, 99, 98, 91, 95]","{'reading': 1, 'vocab': 4, 'logic': 2}",15.1,0.9,0.86,Hard (Challenge)
S0744,Student_0744,0.7,14.1,"[78, 90, 68, 97, 76]","{'reading': 2, 'vocab': 3, 'logic': 3}",14.5,0.74,0.56,Medium (Standard)
S0745,Student_0745,0.54,18.5,"[70, 81, 63, 76, 67]","{'reading': 2, 'vocab': 1, 'logic': 2}",8.0,0.87,0.65,Medium (Standard)
S0746,Student_0746,0.93,13.6,"[90, 70, 97, 80, 89]","{'reading': 1, 'vocab': 1, 'logic': 2}",11.3,0.71,0.77,Medium (Standard)
S0747,Student_0747,0.63,21.2,"[67, 98, 67, 67, 93]","{'reading': 2, 'vocab': 0, 'logic': 4}",16.3,0.63,0.78,Medium (Standard)
S0748,Student_0748,0.72,18.7,"[82, 71, 86, 81, 91]","{'reading': 0, 'vocab': 4, 'logic': 0}",6.5,1.0,0.8,Hard (Challenge)
S0749,Student_0749,0.93,10.4,"[86, 61, 92, 85, 87]","{'reading': 2, 'vocab': 2, 'logic': 4}",9.2,0.66,0.58,Medium (Standard)
S0750,Student_0750,0.77,12.4,"[92, 79, 89, 67, 97]","{'reading': 4, 'vocab': 0, 'logic': 3}",9.1,1.0,0.69,Medium (Standard)
S0751,Student_0751,0.47,20.9,"[60, 62, 85, 90, 67]","{'reading': 2, 'vocab': 2, 'logic': 4}",11.5,0.99,0.81,Medium (Standard)
S0752,Student_0752,0.95,7.5,"[94, 98, 87, 63, 75]","{'reading': 4, 'vocab': 3, 'logic': 2}",19.7,0.92,0.98,Hard (Challenge)
S0753,Student_0753,0.77,15.2,"[64, 96, 79, 83, 95]","{'reading': 1, 'vocab': 1, 'logic': 4}",6.0,0.86,0.86,Medium (Standard)
S0754,Student_0754,0.6,17.7,"[93, 78, 76, 64, 84]","{'reading': 1, 'vocab': 3, 'logic': 4}",12.8,0.83,0.96,Medium (Standard)
S0755,Student_0755,0.48,19.5,"[67, 86, 74, 72, 75]","{'reading': 3, 'vocab': 4, 'logic': 3}",7.7,0.95,0.88,Medium (Standard)
S0756,Student_0756,0.87,9.4,"[61, 94, 78, 96, 65]","{'reading': 3, 'vocab': 2, 'logic': 3}",19.6,0.72,0.8,Medium (Standard)
S0757,Student_0757,0.77,15.6,"[93, 86, 66, 62, 92]","{'reading': 1, 'vocab': 1, 'logic': 0}",6.7,0.79,0.6,Medium (Standard)
S0758,Student_0758,0.71,14.7,"[74, 83, 74, 90, 73]","{'reading': 0, 'vocab': 1, 'logic': 3}",11.1,0.85,0.83,Medium (Standard)
S0759,Student_0759,0.93,9.1,"[76, 75, 99, 98, 91]","{'reading': 3, 'vocab': 3, 'logic': 0}",16.1,0.76,0.81,Medium (Standard)
S0760,Student_0760,0.87,6.9,"[86, 92, 69, 76, 95]","{'reading': 0, 'vocab': 1, 'logic': 3}",15.6,0.77,0.8,Medium (Standard)
S0761,Student_0761,0.49,20.1,"[82, 93, 67, 72, 82]","{'reading': 0, 'vocab': 3, 'logic': 3}",11.3,0.73,0.74,Medium (Standard)
S0762,Student_0762,0.58,21.9,"[82, 94, 62, 93, 92]","{'reading': 0, 'vocab': 4, 'logic': 2}",10.2,0.83,0.76,Medium (Standard)
S0763,Student_0763,0.55,22.3,"[89, 82, 74, 73, 61]","{'reading': 0, 'vocab': 1, 'logic': 2}",11.0,0.94,0.67,Medium (Standard)
S0764,Student_0764,0.84,12.3,"[91, 80, 99, 87, 86]","{'reading': 1, 'vocab': 0, 'logic': 2}",9.0,0.68,0.76,Medium (Standard)
S0765,Student_0765,0.42,20.4,"[72, 61, 73, 97, 87]","{'reading': 1, 'vocab': 0, 'logic': 3}",8.1,0.97,0.6,Medium (Standard)
S0766,Student_0766,0.74,16.1,"[95, 63, 89, 83, 79]","{'reading': 1, 'vocab': 4, 'logic': 4}",12.2,0.88,0.9,Hard (Challenge)
S0767,Student_0767,0.85,11.0,"[72, 88, 79, 73, 91]","{'reading': 3, 'vocab': 1, 'logic': 2}",9.0,0.93,0.59,Medium (Standard)
S0768,Student_0768,0.92,12.2,"[84, 63, 80, 77, 98]","{'reading': 4, 'vocab': 3, 'logic': 3}",9.3,0.82,0.54,Medium (Standard)
S0769,Student_0769,0.6,19.5,"[80, 75, 75, 94, 76]","{'reading': 0, 'vocab': 0, 'logic': 2}",14.9,0.91,0.72,Medium (Standard)
S0770,Student_0770,0.88,14.9,"[88, 98, 77, 71, 78]","{'reading': 2, 'vocab': 0, 'logic': 3}",19.5,0.61,0.83,Medium (Standard)
S0771,Student_0771,0.47,20.4,"[74, 60, 61, 67, 81]","{'reading': 0, 'vocab': 1, 'logic': 2}",14.1,0.93,0.72,Medium (Standard)
S0772,Student_0772,0.9,11.6,"[68, 68, 72, 65, 89]","{'reading': 2, 'vocab': 4, 'logic': 1}",6.2,0.62,0.64,Medium (Standard)
S0773,Student_0773,0.48,18.6,"[66, 70, 99, 97, 99]","{'reading': 1, 'vocab': 2, 'logic': 1}",6.1,0.96,0.78,Medium (Standard)
S0774,Student_0774,0.63,15.7,"[76, 66, 99, 98, 63]","{'reading': 2, 'vocab': 2, 'logic': 3}",19.3,1.0,0.67,Medium (Standard)
S0775,Student_0775,0.87,12.1,"[90, 84, 72, 77, 80]","{'reading': 0, 'vocab': 3, 'logic': 1}",9.5,0.72,0.97,Hard (Challenge)
S0776,Student_0776,0.49,20.9,"[67, 80, 80, 86, 78]","{'reading': 2, 'vocab': 1, 'logic': 2}",6.4,0.68,0.96,Medium (Standard)
S0777,Student_0777,0.54,21.0,"[94, 99, 64, 67, 70]","{'reading': 4, 'vocab': 4, 'logic': 3}",14.0,0.91,0.75,Medium (Standard)
S0778,Student_0778,0.83,11.8,"[82, 97, 67, 66, 61]","{'reading': 4, 'vocab': 4, 'logic': 4}",14.4,0.7,0.66,Medium (Standard)
S0779,Student_0779,0.82,16.6,"[96, 79, 92, 88, 74]","{'reading': 1, 'vocab': 2, 'logic': 4}",14.7,0.95,0.87,Hard (Challenge)
S0780,Student_0780,0.78,13.9,"[88, 67, 81, 88, 61]","{'reading': 0, 'vocab': 0, 'logic': 2}",9.0,0.64,0.52,Medium (Standard)
S0781,Student_0781,0.81,13.8,"[60, 79, 80, 96, 67]","{'reading': 2, 'vocab': 2, 'logic': 2}",5.2,0.65,0.74,Medium (Standard)
S0782,Student_0782,0.72,14.1,"[65, 78, 77, 60, 84]","{'reading': 2, 'vocab': 3, 'logic': 1}",19.5,0.99,0.67,Medium (Standard)
S0783,Student_0783,0.55,14.2,"[88, 90, 95, 78, 65]","{'reading': 0, 'vocab': 0, 'logic': 3}",8.8,0.87,0.96,Medium (Standard)
S0784,Student_0784,0.6,19.8,"[69, 96, 86, 72, 61]","{'reading': 1, 'vocab': 4, 'logic': 0}",15.1,0.94,0.51,Medium (Standard)
S0785,Student_0785,0.51,21.3,"[83, 93, 68, 61, 89]","{'reading': 2, 'vocab': 2, 'logic': 0}",15.6,0.73,0.78,Medium (Standard)
S0786,Student_0786,0.94,10.6,"[95, 72, 66, 75, 92]","{'reading': 4, 'vocab': 0, 'logic': 2}",14.2,0.87,0.87,Hard (Challenge)
S0787,Student_0787,0.74,15.3,"[65, 79, 94, 96, 85]","{'reading': 1, 'vocab': 3, 'logic': 3}",9.7,0.84,0.74,Medium (Standard)
S0788,Student_0788,0.64,18.2,"[86, 78, 64, 64, 86]","{'reading': 3, 'vocab': 1, 'logic': 2}",9.1,0.84,0.54,Medium (Standard)
S0789,Student_0789,0.67,13.5,"[80, 60, 87, 74, 76]","{'reading': 1, 'vocab': 3, 'logic': 0}",14.0,0.87,0.99,Hard (Challenge)
S0790,Student_0790,0.96,9.7,"[72, 92, 84, 67, 64]","{'reading': 3, 'vocab': 2, 'logic': 2}",18.0,0.83,0.76,Hard (Challenge)
S0791,Student_0791,0.49,21.8,"[72, 71, 61, 94, 95]","{'reading': 0, 'vocab': 3, 'logic': 3}",19.2,0.77,0.81,Medium (Standard)
S0792,Student_0792,0.75,12.5,"[81, 97, 66, 74, 91]","{'reading': 2, 'vocab': 2, 'logic': 1}",6.6,0.71,0.62,Medium (Standard)
S0793,Student_0793,0.7,16.6,"[61, 73, 77, 90, 72]","{'reading': 1, 'vocab': 3, 'logic': 3}",7.3,0.91,0.74,Medium (Standard)
S0794,Student_0794,0.76,12.1,"[77, 68, 80, 99, 83]","{'reading': 1, 'vocab': 3, 'logic': 4}",19.2,0.69,0.71,Medium (Standard)
S0795,Student_0795,0.41,22.7,"[92, 82, 72, 73, 73]","{'reading': 0, 'vocab': 1, 'logic': 3}",16.0,0.88,0.54,Medium (Standard)
S0796,Student_0796,0.91,11.7,"[98, 85, 85, 60, 91]","{'reading': 0, 'vocab': 3, 'logic': 4}",18.2,0.69,0.55,Medium (Standard)
S0797,Student_0797,0.95,7.8,"[77, 89, 72, 83, 89]","{'reading': 1, 'vocab': 2, 'logic': 3}",8.0,0.85,0.92,Hard (Challenge)
S0798,Student_0798,0.73,17.7,"[84, 73, 65, 71, 79]","{'reading': 1, 'vocab': 0, 'logic': 0}",13.8,0.9,0.62,Medium (Standard)
S0799,Student_0799,0.81,12.3,"[95, 93, 75, 83, 73]","{'reading': 1, 'vocab': 1, 'logic': 3}",15.5,0.69,0.6,Medium (Standard)
S0800,Student_0800,0.94,9.6,"[60, 79, 73, 99, 84]","{'reading': 3, 'vocab': 0, 'logic': 2}",15.2,0.62,0.75,Medium (Standard)
S0801,Student_0801,0.82,14.0,"[64, 97, 85, 99, 97]","{'reading': 3, 'vocab': 2, 'logic': 2}",11.1,0.65,0.88,Medium (Standard)
S0802,Student_0802,0.49,22.5,"[99, 92, 92, 73, 97]","{'reading': 1, 'vocab': 0, 'logic': 3}",5.2,0.84,0.53,Medium (Standard)
S0803,Student_0803,0.74,13.2,"[73, 95, 97, 75, 80]","{'reading': 3, 'vocab': 0, 'logic': 0}",13.7,0.94,0.79,Medium (Standard)
S0804,Student_0804,0.76,14.9,"[74, 62, 94, 73, 61]","{'reading': 4, 'vocab': 3, 'logic': 1}",8.8,0.62,0.56,Medium (Standard)
S0805,Student_0805,0.65,17.9,"[71, 61, 76, 94, 69]","{'reading': 0, 'vocab': 2, 'logic': 4}",11.8,0.89,0.52,Medium (Standard)
S0806,Student_0806,0.83,14.8,"[74, 94, 80, 80, 80]","{'reading': 3, 'vocab': 3, 'logic': 4}",19.4,0.74,0.53,Medium (Standard)
S0807,Student_0807,0.95,11.4,"[98, 68, 77, 80, 67]","{'reading': 3, 'vocab': 3, 'logic': 1}",11.0,0.79,0.92,Hard (Challenge)
S0808,Student_0808,0.95,10.3,"[69, 83, 99, 83, 91]","{'reading': 0, 'vocab': 3, 'logic': 0}",17.6,0.97,0.56,Medium (Standard)
S0809,Student_0809,0.67,14.9,"[93, 70, 90, 77, 82]","{'reading': 3, 'vocab': 2, 'logic': 1}",7.8,0.73,0.52,Medium (Standard)
S0810,Student_0810,0.47,20.8,"[99, 98, 79, 72, 60]","{'reading': 3, 'vocab': 3, 'logic': 3}",15.1,0.79,0.72,Medium (Standard)
S0811,Student_0811,0.98,8.3,"[95, 61, 87, 85, 82]","{'reading': 3, 'vocab': 2, 'logic': 2}",19.7,0.61,0.92,Hard (Challenge)
S0812,Student_0812,0.89,6.4,"[98, 97, 94, 95, 69]","{'reading': 4, 'vocab': 0, 'logic': 4}",6.5,0.63,0.63,Medium (Standard)
S0813,Student_0813,0.47,21.5,"[98, 63, 64, 63, 95]","{'reading': 2, 'vocab': 4, 'logic': 0}",5.1,0.7,0.71,Medium (Standard)
S0814,Student_0814,0.94,13.0,"[73, 70, 88, 93, 81]","{'reading': 2, 'vocab': 1, 'logic': 2}",11.5,0.61,0.52,Medium (Standard)
S0815,Student_0815,0.91,7.1,"[95, 98, 75, 97, 91]","{'reading': 1, 'vocab': 2, 'logic': 2}",6.4,0.85,0.72,Medium (Standard)
S0816,Student_0816,0.71,13.8,"[84, 74, 84, 81, 77]","{'reading': 3, 'vocab': 2, 'logic': 4}",16.2,0.77,0.79,Medium (Standard)
S0817,Student_0817,0.75,16.2,"[98, 84, 69, 89, 69]","{'reading': 1, 'vocab': 4, 'logic': 4}",18.7,0.82,0.79,Medium (Standard)
S0818,Student_0818,0.64,21.3,"[97, 68, 72, 96, 73]","{'reading': 4, 'vocab': 0, 'logic': 2}",11.5,0.67,0.67,Medium (Standard)
S0819,Student_0819,0.43,21.4,"[99, 92, 91, 66, 78]","{'reading': 1, 'vocab': 1, 'logic': 0}",8.9,0.72,0.66,Medium (Standard)
S0820,Student_0820,0.6,16.5,"[78, 85, 76, 87, 78]","{'reading': 2, 'vocab': 3, 'logic': 0}",11.5,0.87,0.55,Medium (Standard)
S0821,Student_0821,0.87,12.2,"[78, 92, 66, 88, 64]","{'reading': 0, 'vocab': 2, 'logic': 1}",15.9,0.99,0.68,Hard (Challenge)
S0822,Student_0822,0.4,24.7,"[67, 71, 72, 85, 77]","{'reading': 1, 'vocab': 2, 'logic': 3}",5.1,0.62,0.55,Easy (Review)
S0823,Student_0823,0.6,16.7,"[79, 75, 96, 62, 86]","{'reading': 1, 'vocab': 1, 'logic': 4}",13.8,0.96,0.88,Medium (Standard)
S0824,Student_0824,0.63,15.8,"[81, 99, 82, 63, 82]","{'reading': 3, 'vocab': 0, 'logic': 4}",14.2,0.83,0.98,Medium (Standard)
S0825,Student_0825,0.72,14.6,"[75, 84, 85, 68, 74]","{'reading': 0, 'vocab': 0, 'logic': 4}",14.6,0.83,0.99,Hard (Challenge)
S0826,Student_0826,0.94,9.3,"[68, 65, 87, 85, 87]","{'reading': 2, 'vocab': 3, 'logic': 2}",8.6,0.8,0.93,Hard (Challenge)
S0827,Student_0827,0.6,18.2,"[80, 89, 77, 94, 62]","{'reading': 3, 'vocab': 2, 'logic': 4}",15.7,0.63,0.8,Medium (Standard)
S0828,Student_0828,0.6,21.2,"[89, 80, 97, 80, 97]","{'reading': 1, 'vocab': 3, 'logic': 4}",6.4,0.64,0.85,Medium (Standard)
S0829,Student_0829,0.84,13.8,"[97, 80, 76, 77, 96]","{'reading': 3, 'vocab': 3, 'logic': 2}",8.0,0.84,0.64,Medium (Standard)
S0830,Student_0830,0.67,16.1,"[79, 68, 60, 62, 80]","{'reading': 0, 'vocab': 2, 'logic': 4}",18.2,0.74,0.82,Medium (Standard)
S0831,Student_0831,0.53,18.8,"[78, 82, 86, 86, 98]","{'reading': 3, 'vocab': 3, 'logic': 2}",16.1,0.97,0.73,Medium (Standard)
S0832,Student_0832,0.67,13.5,"[93, 92, 87, 90, 91]","{'reading': 1, 'vocab': 3, 'logic': 2}",5.2,0.76,0.74,Medium (Standard)
S0833,Student_0833,0.48,22.2,"[90, 90, 97, 81, 68]","{'reading': 3, 'vocab': 0, 'logic': 4}",8.7,0.66,0.88,Medium (Standard)
S0834,Student_0834,0.5,19.8,"[81, 75, 91, 61, 85]","{'reading': 2, 'vocab': 1, 'logic': 3}",8.2,0.89,0.64,Medium (Standard)
S0835,Student_0835,0.69,15.8,"[80, 87, 65, 79, 90]","{'reading': 0, 'vocab': 3, 'logic': 0}",9.1,0.72,0.66,Medium (Standard)
S0836,Student_0836,0.65,23.4,"[61, 76, 96, 76, 97]","{'reading': 2, 'vocab': 3, 'logic': 3}",8.7,0.81,0.96,Medium (Standard)
S0837,Student_0837,0.94,11.8,"[96, 94, 68, 65, 72]","{'reading': 2, 'vocab': 3, 'logic': 3}",5.9,0.88,0.53,Medium (Standard)
S0838,Student_0838,0.61,16.3,"[95, 61, 95, 67, 68]","{'reading': 0, 'vocab': 4, 'logic': 1}",11.9,0.96,0.74,Medium (Standard)
S0839,Student_0839,0.74,14.3,"[74, 91, 93, 90, 73]","{'reading': 4, 'vocab': 2, 'logic': 2}",16.0,0.92,0.96,Hard (Challenge)
S0840,Student_0840,0.77,16.9,"[68, 96, 96, 87, 83]","{'reading': 3, 'vocab': 3, 'logic': 3}",14.1,0.87,0.81,Medium (Standard)
S0841,Student_0841,0.41,22.0,"[77, 84, 94, 63, 73]","{'reading': 1, 'vocab': 3, 'logic': 1}",15.1,0.87,0.77,Medium (Standard)
S0842,Student_0842,0.79,11.3,"[76, 81, 81, 71, 77]","{'reading': 4, 'vocab': 4, 'logic': 1}",6.2,0.98,0.62,Medium (Standard)
S0843,Student_0843,0.51,21.6,"[87, 86, 90, 95, 60]","{'reading': 1, 'vocab': 4, 'logic': 0}",19.3,0.72,0.67,Medium (Standard)
S0844,Student_0844,0.97,9.3,"[67, 75, 87, 81, 77]","{'reading': 0, 'vocab': 3, 'logic': 2}",17.6,0.6,0.93,Medium (Standard)
S0845,Student_0845,0.49,23.9,"[84, 64, 93, 98, 69]","{'reading': 0, 'vocab': 3, 'logic': 4}",17.1,0.71,0.78,Medium (Standard)
